company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
ExxonMobil,VP of Security,SaaS Security,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=vp-of-security,2025-12-03,"ai security, saas security"
Fastly,VP of Security,SSPM,"Boston, MA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=vp-of-security,2025-12-01,"security posture management, sspm, ai compliance, saas security posture"
Comcast,AI Security Engineer,SSPM,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-11-29,"ai security, security posture management, saas compliance"
DocuSign,VP of Security,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=vp-of-security,2025-11-29,"shadow it, saas compliance, saas governance, saas risk"
Druva,SOC Analyst,SaaS Security,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-27,"generative ai compliance, genai security, saas security posture"
Akamai,AI Security Engineer,SSPM,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-12-02,"ai agent security, cloud governance, saas audit, saas risk, cloud app security"
Boeing,Security Operations Engineer,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-operations-engineer,2025-12-03,"saas posture management, ai security"
Akamai,Application Security Engineer,SaaS Security,"London, UK",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=application-security-engineer,2025-12-01,"ai agent security, ai policy, cloud application security, llm compliance, ai governance"
American Express,LLM Security Specialist,AI Compliance,"Denver, CO",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=llm-security-specialist,2025-12-03,"ai governance, generative ai compliance, ai policy, cloud app security"
Blue Prism,Security Compliance Manager,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-compliance-manager,2025-11-30,"saas security posture, ai agent risk"
Commvault,Risk Manager,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=risk-manager,2025-12-02,"saas security posture, saas risk"
Barracuda,Security Engineer,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-engineer,2025-11-28,"ai compliance, security posture management, autonomous agent security, sanctioned it, ai agent security"
Fastly,LLM Security Specialist,AI Compliance,Remote,0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=llm-security-specialist,2025-11-26,"genai security, ai compliance, generative ai compliance, cloud governance"
Armis,Cloud Security Analyst,SaaS Compliance,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-analyst,2025-11-26,"saas audit, saas governance, autonomous agent security, llm compliance"
McAfee,Risk Manager,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=risk-manager,2025-11-28,"saas audit, genai security, ai agent risk, saas posture management"
WorkFusion,Senior Security Engineer,SSPM,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=senior-security-engineer,2025-11-26,"saas security posture, ai security, ai agent security, saas governance"
Asana,AI Agent Security Engineer,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-agent-security-engineer,2025-11-26,"saas security posture, ai governance"
VMware,Incident Response Engineer,SaaS Security,Remote,0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=incident-response-engineer,2025-12-02,"saas compliance, ai agent risk, genai security, llm security"
Fastly,SaaS Security Architect,SaaS Compliance,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=saas-security-architect,2025-12-03,"cloud governance, llm compliance, llm security"
Cohesity,Cloud Security Engineer,AI Agent Security,Remote,0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-engineer,2025-11-26,"ai agent security, shadow it, ai compliance, llm security"
Zoom Video,SOC Analyst,SaaS Compliance,"London, UK",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-29,"ai agent security, autonomous agent security, saas compliance, ai governance, ai compliance"
Databricks,Cloud Security Analyst,AI Compliance,Remote (US),0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-analyst,2025-11-29,"llm security, generative ai compliance, ai governance, sspm"
Wiz,AI Security Engineer,AI Agent Security,"London, UK",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-11-28,"generative ai compliance, autonomous agent security, sanctioned it, ai agent security"
Dropbox,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=sspm-product-manager,2025-12-02,"saas risk, saas security posture, llm compliance, ai agent security"
New Relic,AI Security Engineer,AI Agent Security,"London, UK",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-12-01,"genai security, ai agent risk"
Kaiser Permanente,Lead Security Engineer,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=lead-security-engineer,2025-12-02,"sspm, genai security, cloud app security"
Arctic Wolf,SaaS Security Architect,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=saas-security-architect,2025-12-01,"saas risk, sspm, generative ai compliance"
Thycotic,SSPM Product Manager,AI Compliance,"Boston, MA",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=sspm-product-manager,2025-12-03,"ai agent risk, cloud app security, genai security, generative ai compliance"
Aqua Security,Security Software Engineer,SaaS Security,"Austin, TX",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-software-engineer%20aqua-security,2025-11-27,"cloud compliance, ai governance, saas security, saas compliance"
Freshworks,Security Software Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-software-engineer%20freshworks,2025-12-02,"cloud compliance, saas security posture, cloud app security"
Rubrik,SSPM Product Manager,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20rubrik,2025-11-28,"cloud governance, sspm, shadow it, cloud app security, generative ai compliance"
BCG,CISO,SaaS Security,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ciso%20bcg,2025-11-28,"ai agent risk, cloud application security, saas security, genai security"
Palo Alto Networks,Security Auditor,AI Agent Security,Hybrid - Bay Area,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-auditor%20palo-alto-networks,2025-12-01,"sanctioned it, cloud app security, ai agent security, ai agent risk, generative ai compliance"
Armis,AppSec Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=appsec-engineer%20armis,2025-11-28,"cloud app security, saas posture management"
Raytheon,Lead Security Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20raytheon,2025-11-30,"cloud application security, autonomous agent security, saas posture management, ai agent security"
Radware,SaaS Security Posture Manager,SaaS Security,"Toronto, Canada",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-posture-manager%20radware,2025-11-30,"cloud application security, llm security, ai agent security"
Adobe,Security Engineer,SaaS Security,Remote,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-engineer%20adobe,2025-11-27,"ai policy, autonomous agent security, genai security, saas security posture, saas compliance"
Nozomi Networks,CISO,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ciso%20nozomi-networks,2025-12-01,"ai compliance, ai agent risk, saas posture management, security posture management, saas compliance"
WorkFusion,SaaS Security Engineer,SaaS Security,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20workfusion,2025-11-28,"autonomous agent security, security posture management, genai security, saas security"
Fortinet,Security Posture Analyst,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20fortinet,2025-12-02,"ai agent security, saas governance"
Amazon,Security Compliance Manager,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-compliance-manager%20amazon,2025-11-26,"cloud compliance, saas governance, ai agent risk"
Radware,SaaS Security Posture Manager,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-posture-manager%20radware,2025-11-26,"autonomous agent security, genai security, shadow it, cloud compliance, saas posture management"
Freshworks,SaaS Security Architect,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20freshworks,2025-12-01,"shadow it, cloud compliance"
Radware,SOC Analyst,AI Agent Security,"London, UK",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20radware,2025-11-27,"ai governance, ai agent risk"
HubSpot,Security Team Lead,AI Agent Security,Hybrid - Bay Area,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-team-lead%20hubspot,2025-11-28,"ai governance, genai security, llm security"
WorkFusion,SaaS Security Architect,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20workfusion,2025-11-30,"ai policy, saas security, cloud app security, saas posture management"
Morgan Stanley,SaaS Security Architect,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20morgan-stanley,2025-11-26,"ai governance, ai security, saas posture management, ai agent risk, saas security"
Accenture,Compliance Engineer,SaaS Compliance,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=compliance-engineer%20accenture,2025-12-03,"llm compliance, ai security, saas governance, saas compliance"
Claroty,Risk Manager,SaaS Security,"Seattle, WA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=risk-manager%20claroty,2025-12-02,"ai compliance, sanctioned it, saas audit, shadow it, ai agent security"
UnitedHealth,SaaS Security Architect,SaaS Security,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20unitedhealth,2025-11-27,"llm security, llm compliance, cloud governance, saas governance"
SentinelOne,SaaS Security Engineer,SaaS Security,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20sentinelone,2025-11-27,"llm security, sanctioned it, saas risk, saas compliance, genai security"
Tenable,Application Security Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20tenable,2025-11-26,"sspm, saas risk"
Cybereason,Security Auditor,SaaS Compliance,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-auditor%20cybereason,2025-11-28,"saas audit, llm compliance, generative ai compliance, shadow it"
Tenable,Security Operations Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-operations-engineer%20tenable,2025-11-29,"genai security, cloud governance, ai compliance, sspm"
Bitbucket,Senior Security Engineer,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=senior-security-engineer%20bitbucket,2025-11-30,"autonomous agent security, sspm"
Best Buy,Security Manager,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-manager%20best-buy,2025-11-28,"shadow it, saas posture management, generative ai compliance, autonomous agent security"
Best Buy,Security Analyst,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20best-buy,2025-11-26,"shadow it, saas posture management, cloud governance"
Palo Alto Networks,AI Agent Security Engineer,AI Compliance,Remote,0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20palo-alto-networks,2025-11-26,"llm security, generative ai compliance"
SailPoint,Security Compliance Manager,AI Compliance,"Seattle, WA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-compliance-manager%20sailpoint,2025-11-29,"generative ai compliance, ai compliance"
Elastic,Staff Security Engineer,SSPM,"Austin, TX",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=staff-security-engineer%20elastic,2025-11-26,"llm security, saas posture management, genai security"
BAE Systems,Security Engineer,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-engineer%20bae-systems,2025-11-28,"saas security posture, ai policy, shadow it, cloud application security, ai agent risk"
SUSE,AppSec Engineer,SaaS Compliance,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=appsec-engineer%20suse,2025-11-30,"saas compliance, saas audit"
DocuSign,SaaS Security Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20docusign,2025-12-03,"ai security, saas security posture"
Mimecast,Machine Learning Security Engineer,SaaS Security,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20mimecast,2025-12-02,"saas risk, ai agent risk"
Deloitte,Threat Detection Engineer,SaaS Security,"New York, NY",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20deloitte,2025-11-29,"cloud app security, llm security"
Intercom,Principal Security Engineer,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20intercom,2025-11-30,"ai policy, saas security, saas audit, saas posture management"
Splunk,SaaS Security Posture Manager,SaaS Compliance,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-posture-manager%20splunk,2025-12-01,"ai agent risk, cloud compliance"
Google,LLM Security Specialist,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20google,2025-11-29,"cloud app security, cloud application security, security posture management, llm compliance, shadow it"
SendGrid,Lead Security Engineer,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20sendgrid,2025-12-01,"saas risk, llm compliance"
eBay,Lead Security Engineer,SaaS Security,"Denver, CO",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20ebay,2025-12-03,"ai agent risk, saas audit"
Proofpoint,SSPM Engineer,SSPM,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20proofpoint,2025-11-30,"shadow it, saas compliance, autonomous agent security, cloud governance, llm security"
CVS Health,Security Posture Analyst,SaaS Compliance,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20cvs-health,2025-11-28,"saas compliance, saas security, ai policy"
DocuSign,VP of Security,SaaS Security,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20docusign,2025-11-30,"saas risk, saas governance, genai security"
Atlassian,Security Auditor,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-auditor%20atlassian,2025-11-29,"sspm, saas governance"
Aqua Security,SSPM Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20aqua-security,2025-11-26,"ai agent security, sanctioned it, cloud governance, saas risk, cloud app security"
Lockheed Martin,Security Engineer,SSPM,"Denver, CO",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-engineer%20lockheed-martin,2025-11-29,"cloud governance, sanctioned it"
UiPath,Security Analyst,SaaS Compliance,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20uipath,2025-12-03,"generative ai compliance, cloud compliance, llm compliance, ai governance, saas risk"
Okta,AI Agent Security Engineer,AI Agent Security,Hybrid - Bay Area,0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20okta,2025-11-28,"ai compliance, ai agent security"
Prisma Cloud,SaaS Security Architect,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20prisma-cloud,2025-12-01,"saas posture management, cloud governance, ai policy, autonomous agent security, saas compliance"
Symantec,Threat Detection Engineer,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20symantec,2025-11-28,"generative ai compliance, saas security posture"
Cloudinary,Security Analyst,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20cloudinary,2025-11-30,"sspm, ai governance, saas security posture, ai compliance, ai agent security"
PayPal,Security Posture Analyst,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20paypal,2025-11-27,"sspm, ai agent risk, saas risk, cloud governance"
Walmart,SaaS Security Architect,SaaS Compliance,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20walmart,2025-12-01,"llm security, ai governance, saas audit, autonomous agent security, saas compliance"
Cylance,Machine Learning Security Engineer,AI Agent Security,Remote (US),0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20cylance,2025-11-26,"autonomous agent security, ai agent security"
Duo Security,Security Analyst,SaaS Security,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20duo-security,2025-11-27,"autonomous agent security, cloud compliance, llm security, cloud app security, shadow it"
Intel,Cloud Security Engineer,SSPM,"Denver, CO",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-engineer%20intel,2025-12-01,"saas posture management, ai agent risk, genai security, llm security, llm compliance"
Qualys,LLM Security Specialist,SSPM,"Denver, CO",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20qualys,2025-11-30,"saas posture management, security posture management, ai security, saas security posture"
Morgan Stanley,Cloud Posture Engineer,AI Compliance,"San Francisco, CA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-posture-engineer%20morgan-stanley,2025-12-03,"ai compliance, autonomous agent security"
Asana,GRC Analyst,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=grc-analyst%20asana,2025-11-30,"ai governance, saas security posture"
Rapid7,Security Analyst,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20rapid7,2025-12-03,"saas risk, saas security posture, autonomous agent security"
Cloudflare,Security Manager,SaaS Security,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-manager%20cloudflare,2025-11-30,"cloud app security, saas compliance, shadow it, llm security"
Humana,Application Security Engineer,AI Compliance,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20humana,2025-12-03,"llm compliance, saas governance, ai compliance, ai policy, ai governance"
Check Point,Cloud Posture Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-posture-engineer%20check-point,2025-11-30,"saas governance, autonomous agent security"
PagerDuty,Staff Security Engineer,SaaS Security,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=staff-security-engineer%20pagerduty,2025-11-27,"saas security, ai agent risk"
Forescout,SaaS Security Architect,SSPM,Remote,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20forescout,2025-11-29,"genai security, sspm, saas posture management, llm security, saas governance"
T-Mobile,Cloud Security Engineer,SaaS Security,"Austin, TX",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-engineer%20t-mobile,2025-11-29,"cloud app security, autonomous agent security"
Rapid7,Threat Detection Engineer,SaaS Compliance,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20rapid7,2025-12-01,"ai governance, cloud application security, saas compliance, saas audit, saas risk"
CrowdStrike,Threat Detection Engineer,SaaS Compliance,"New York, NY",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20crowdstrike,2025-11-29,"generative ai compliance, saas audit, shadow it"
Dropbox,Lead Security Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20dropbox,2025-11-26,"sspm, ai security"
Datadog,Cloud Posture Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-posture-engineer%20datadog,2025-11-29,"saas security posture, generative ai compliance, ai agent security"
VMware,Security Team Lead,AI Agent Security,Remote (US),0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-team-lead%20vmware,2025-12-01,"autonomous agent security, ai governance"
JPMorgan,CISO,SaaS Security,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ciso%20jpmorgan,2025-12-01,"ai compliance, saas risk, genai security"
Symantec,Security Posture Analyst,SaaS Security,"Seattle, WA",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20symantec,2025-11-27,"ai agent security, cloud app security, genai security, shadow it, ai agent risk"
BCG,Compliance Engineer,SaaS Security,"Toronto, Canada",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=compliance-engineer%20bcg,2025-12-01,"cloud application security, ai policy, genai security, autonomous agent security, cloud compliance"
Sophos,SSPM Product Manager,SaaS Security,"New York, NY",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20sophos,2025-11-28,"saas security, cloud compliance, ai governance"
Tanium,AI Agent Security Engineer,SaaS Compliance,Remote,0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20tanium,2025-12-01,"saas compliance, ai policy, ai governance"
A10 Networks,LLM Security Specialist,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20a10-networks,2025-11-29,"security posture management, genai security, saas risk, cloud app security"
Oracle,SSPM Product Manager,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20oracle,2025-11-30,"llm security, saas security, security posture management"
Salesforce,Security Analyst,SaaS Compliance,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20salesforce,2025-12-01,"saas compliance, saas audit, cloud governance"
Cohesity,SaaS Security Architect,AI Agent Security,"San Francisco, CA",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20cohesity,2025-11-30,"ai security, autonomous agent security"
Auth0,Security Engineer,SaaS Compliance,"Boston, MA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-engineer%20auth0,2025-11-26,"cloud governance, generative ai compliance"
Netflix,Cloud Posture Engineer,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-posture-engineer%20netflix,2025-11-27,"cloud app security, ai policy, saas posture management, cloud compliance"
Proofpoint,Principal Security Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20proofpoint,2025-12-03,"sanctioned it, ai agent risk, saas audit, cloud app security"
Zoom,AI Agent Security Engineer,SaaS Security,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20zoom,2025-12-03,"ai agent risk, saas security, cloud application security, saas governance, ai agent security"
Walmart,Security Analyst,SaaS Compliance,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20walmart,2025-12-02,"saas compliance, cloud compliance"
GitLab,Senior Security Engineer,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=senior-security-engineer%20gitlab,2025-12-03,"sspm, saas governance, saas security"
IronScales,Security Team Lead,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-team-lead%20ironscales,2025-12-03,"sspm, saas risk, cloud governance, saas compliance"
Orca Security,Principal Security Engineer,SaaS Security,"New York, NY",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20orca-security,2025-11-28,"ai security, cloud app security"
Sprint,Cloud Security Architect,SaaS Security,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-architect%20sprint,2025-12-01,"saas security, ai security, cloud governance, saas governance"
Morgan Stanley,GRC Analyst,SaaS Compliance,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=grc-analyst%20morgan-stanley,2025-12-02,"ai compliance, ai policy, ai agent security, saas compliance, saas risk"
HashiCorp,Machine Learning Security Engineer,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20hashicorp,2025-12-03,"sspm, ai governance, security posture management, saas risk, saas posture management"
Nozomi Networks,Principal Security Engineer,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20nozomi-networks,2025-12-01,"saas posture management, saas compliance, shadow it"
Amplitude,LLM Security Specialist,SaaS Security,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20amplitude,2025-12-01,"ai compliance, ai security, cloud application security, ai agent risk, generative ai compliance"
ForeScout,Senior Security Engineer,AI Compliance,"Boston, MA",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=senior-security-engineer%20forescout,2025-11-26,"llm compliance, ai policy"
Commvault,Security Manager,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-manager%20commvault,2025-12-03,"saas risk, cloud app security, cloud governance, ai compliance"
EY,Security Auditor,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-auditor%20ey,2025-12-03,"cloud application security, ai compliance, ai agent security, security posture management"
Morgan Stanley,Application Security Engineer,SSPM,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20morgan-stanley,2025-11-28,"llm security, saas risk, saas governance, cloud governance, shadow it"
Redis,Compliance Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=compliance-engineer%20redis,2025-12-01,"security posture management, ai agent risk"
Aqua Security,SaaS Security Architect,SSPM,"Denver, CO",0.85,Hiring Cafe,https://hiring.cafe/?search=saas-security-architect,2025-11-27,"ai agent security, saas posture management, generative ai compliance, ai governance"
Sysdig,Security Analyst,SSPM,"Denver, CO",0.85,Hiring Cafe,https://hiring.cafe/?search=security-analyst,2025-11-26,"ai compliance, autonomous agent security, saas security posture, genai security, cloud governance"
Darktrace,SaaS Security Posture Manager,SSPM,Remote (US),0.9,Hiring Cafe,https://hiring.cafe/?search=saas-security-posture-manager,2025-11-28,"security posture management, sspm, cloud compliance, cloud governance, saas governance"
Elastic,Cloud Security Engineer,SSPM,Remote,0.85,Hiring Cafe,https://hiring.cafe/?search=cloud-security-engineer,2025-12-02,"sspm, ai governance, ai compliance, saas risk"
GitHub,Security Auditor,SSPM,"Toronto, Canada",0.85,Hiring Cafe,https://hiring.cafe/?search=security-auditor,2025-12-03,"saas security posture, ai agent risk, saas risk, shadow it"
BCG,SOC Analyst,SSPM,"New York, NY",0.85,Hiring Cafe,https://hiring.cafe/?search=soc-analyst,2025-11-27,"cloud app security, sanctioned it"
Intercom,Machine Learning Security Engineer,SSPM,Remote,0.85,Hiring Cafe,https://hiring.cafe/?search=machine-learning-security-engineer,2025-12-02,"cloud application security, saas audit, ai governance, security posture management"
