company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Meta,LLM Security Specialist,AI Compliance,"Boston, MA",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=llm-security-specialist,2025-12-01,"sanctioned it, ai governance, llm compliance, genai security"
Cisco,Security Analyst,SSPM,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-analyst,2025-11-30,"saas governance, llm compliance, saas security posture"
Chorus.ai,Security Operations Engineer,SaaS Security,"New York, NY",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-operations-engineer,2025-12-01,"ai policy, autonomous agent security, saas audit"
PwC,SSPM Product Manager,SaaS Compliance,"Boston, MA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=sspm-product-manager,2025-12-01,"saas audit, ai compliance"
Aqua Security,LLM Security Specialist,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=llm-security-specialist,2025-11-28,"cloud app security, sspm"
KPMG,Lead Security Engineer,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=lead-security-engineer,2025-11-29,"cloud app security, security posture management, saas posture management, ai agent risk"
Capital One,Compliance Engineer,SaaS Compliance,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=compliance-engineer,2025-11-30,"saas governance, ai compliance"
Mixpanel,Staff Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=staff-security-engineer,2025-11-27,"llm compliance, saas compliance, saas security"
Bitbucket,Security Auditor,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-11-30,"saas security, saas governance, saas posture management"
MongoDB,Security Auditor,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-12-01,"saas risk, genai security, saas governance"
Shell,Compliance Engineer,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=compliance-engineer,2025-11-27,"security posture management, autonomous agent security, sspm, saas posture management, saas governance"
Zscaler,Security Auditor,SaaS Compliance,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-11-27,"saas risk, generative ai compliance"
SentinelOne,Risk Manager,AI Compliance,"London, UK",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=risk-manager,2025-11-27,"ai governance, ai security, llm compliance, genai security, saas security"
Chevron,SSPM Engineer,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=sspm-engineer,2025-12-01,"saas security, saas risk, sspm, cloud compliance, ai policy"
Zoom,Senior Security Engineer,AI Agent Security,"London, UK",0.7,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=senior-security-engineer,2025-11-26,"ai governance, ai agent security"
DocuSign,Security Posture Analyst,SaaS Compliance,Remote (US),0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-posture-analyst,2025-11-27,"saas compliance, ai compliance, genai security, saas risk"
Prisma Cloud,Cloud Security Engineer,SaaS Security,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-engineer,2025-11-25,"saas audit, saas security, ai compliance, ai security, shadow it"
Home Depot,Security Team Lead,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-team-lead,2025-12-01,"llm compliance, saas risk, saas audit, ai security, saas governance"
Dropbox,AI Security Engineer,SSPM,Remote (US),0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-12-01,"genai security, shadow it, saas audit"
Atlassian,AppSec Engineer,SSPM,Hybrid - Bay Area,0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=appsec-engineer,2025-11-26,"cloud application security, saas posture management, ai policy, saas compliance, saas risk"
Ermetic,AI Agent Security Engineer,AI Agent Security,"New York, NY",0.7,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-agent-security-engineer,2025-11-26,"sanctioned it, ai policy, ai security"
SailPoint,Security Engineer,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-engineer,2025-11-25,"security posture management, ai policy, shadow it, saas risk"
Wells Fargo,AppSec Engineer,SSPM,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=appsec-engineer,2025-11-29,"genai security, ai agent security, saas posture management, ai policy"
Kryon,Security Analyst,SaaS Security,"Austin, TX",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-analyst,2025-11-28,"llm security, saas security, cloud app security, autonomous agent security, security posture management"
Fortinet,Cloud Security Analyst,SaaS Security,"Denver, CO",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-analyst,2025-11-27,"saas risk, saas compliance, cloud governance, sspm, saas security posture"
Varonis,Security Compliance Manager,SaaS Compliance,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-compliance-manager,2025-11-29,"saas audit, saas compliance, llm security, ai agent security, ai security"
Deloitte,Security Team Lead,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-team-lead,2025-12-01,"ai compliance, cloud compliance, sspm"
Square,Senior Security Engineer,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=senior-security-engineer,2025-11-27,"ai policy, sspm, cloud compliance, shadow it, llm security"
BAE Systems,Cloud Security Analyst,AI Agent Security,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-analyst,2025-11-25,"shadow it, llm security, sanctioned it, genai security, autonomous agent security"
Mimecast,SOC Analyst,SSPM,"Boston, MA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-28,"sspm, ai compliance, llm compliance, ai security"
Ermetic,Security Manager,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-manager,2025-11-30,"ai agent risk, security posture management, sspm"
Cylance,Security Manager,SaaS Compliance,Hybrid - Bay Area,0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-manager,2025-11-25,"saas compliance, sanctioned it"
A10 Networks,Principal Security Engineer,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=principal-security-engineer,2025-11-28,"sspm, saas governance, saas compliance"
Cloudflare,Compliance Engineer,SaaS Security,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=compliance-engineer,2025-12-02,"cloud app security, saas governance, ai security, generative ai compliance"
CloudKnox,Security Engineer,AI Agent Security,Remote (US),0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-engineer,2025-12-01,"autonomous agent security, ai security, ai agent security, ai governance"
Anthem,CISO,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ciso,2025-12-02,"cloud compliance, saas risk, sspm, ai policy"
Sophos,AppSec Engineer,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=appsec-engineer,2025-11-28,"saas posture management, security posture management, ai security, cloud app security"
Databricks,Security Engineer,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-engineer,2025-11-29,"security posture management, cloud app security, shadow it, saas posture management"
Fortinet,Security Manager,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-manager,2025-11-25,"saas risk, shadow it"
Fastly,Staff Security Engineer,SaaS Security,"New York, NY",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=staff-security-engineer,2025-11-29,"shadow it, cloud compliance, saas security, ai compliance"
Tanium,Principal Security Engineer,SaaS Security,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=principal-security-engineer,2025-11-29,"ai agent security, saas governance, cloud app security"
SailPoint,Security Analyst,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20sailpoint,2025-11-30,"shadow it, saas risk, saas audit"
Verizon,Machine Learning Security Engineer,SaaS Security,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20verizon,2025-11-25,"saas governance, generative ai compliance, ai security, saas risk, autonomous agent security"
Tenable,Cloud Security Architect,SSPM,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-architect%20tenable,2025-12-02,"cloud application security, cloud compliance"
Automation Anywhere,SSPM Engineer,SaaS Security,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20automation-anywhere,2025-11-26,"saas governance, ai governance, saas security, shadow it, ai policy"
Duo Security,AI Security Engineer,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-security-engineer%20duo-security,2025-12-01,"shadow it, ai agent risk, saas posture management"
SentinelOne,VP of Security,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20sentinelone,2025-11-28,"security posture management, saas governance, cloud compliance, ai security"
Jenkins,VP of Security,SaaS Security,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20jenkins,2025-12-01,"ai agent risk, ai compliance, cloud app security"
Red Hat,SOC Analyst,AI Compliance,"Boston, MA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20red-hat,2025-11-28,"generative ai compliance, ai agent security, cloud governance"
JPMorgan,Machine Learning Security Engineer,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20jpmorgan,2025-11-28,"ai agent risk, security posture management, ai security, cloud app security"
CrowdStrike,Cloud Security Architect,SaaS Security,"Denver, CO",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-architect%20crowdstrike,2025-11-28,"sanctioned it, llm security"
SentinelOne,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20sentinelone,2025-11-29,"sanctioned it, saas governance, sspm"
Morgan Stanley,LLM Security Specialist,SaaS Compliance,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20morgan-stanley,2025-12-01,"cloud application security, saas compliance, saas governance"
New Relic,VP of Security,AI Agent Security,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20new-relic,2025-11-30,"ai policy, genai security"
Target,Security Analyst,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20target,2025-11-26,"saas posture management, ai agent security, ai agent risk"
Duo Security,Security Analyst,SaaS Security,"San Francisco, CA",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20duo-security,2025-12-01,"genai security, ai agent risk, saas compliance, cloud app security, saas risk"
BAE Systems,Threat Detection Engineer,SaaS Security,"San Francisco, CA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20bae-systems,2025-12-01,"ai agent security, cloud app security"
Netskope,Senior Security Engineer,SSPM,"New York, NY",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=senior-security-engineer%20netskope,2025-12-02,"saas security, ai agent security, saas posture management, security posture management"
Netskope,Principal Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20netskope,2025-11-25,"cloud governance, cloud app security, shadow it"
Twilio,Threat Detection Engineer,SaaS Compliance,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20twilio,2025-11-27,"saas compliance, saas governance"
Thycotic,SSPM Engineer,AI Compliance,"San Francisco, CA",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20thycotic,2025-12-01,"ai policy, shadow it, ai governance, sanctioned it"
CircleCI,Cloud Posture Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-posture-engineer%20circleci,2025-11-29,"ai compliance, saas security posture, ai agent security, ai governance, saas governance"
AT&T,Compliance Engineer,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=compliance-engineer%20at&t,2025-11-28,"saas posture management, saas risk, saas audit, saas compliance"
Oracle,SOC Analyst,SaaS Compliance,"New York, NY",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20oracle,2025-11-30,"ai agent risk, cloud compliance, sspm, generative ai compliance, ai policy"
ForeScout,Incident Response Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=incident-response-engineer%20forescout,2025-12-01,"generative ai compliance, security posture management, sanctioned it, saas posture management, ai agent risk"
Target,Security Posture Analyst,SSPM,"New York, NY",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20target,2025-11-28,"saas security posture, llm compliance, ai agent risk"
GitHub,VP of Security,AI Compliance,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20github,2025-11-28,"ai policy, sspm, generative ai compliance, llm security, shadow it"
UiPath,Cloud Security Architect,AI Compliance,Remote (US),0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-architect%20uipath,2025-12-01,"ai security, ai compliance, ai policy"
Lockheed Martin,Security Auditor,SaaS Compliance,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-auditor%20lockheed-martin,2025-11-27,"cloud compliance, saas security"
PwC,Risk Manager,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=risk-manager%20pwc,2025-11-25,"saas posture management, ai governance, shadow it, cloud compliance"
Darktrace,SaaS Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20darktrace,2025-11-29,"cloud governance, sspm"
Symantec,SaaS Security Posture Manager,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-posture-manager%20symantec,2025-11-25,"shadow it, cloud application security, ai governance, cloud compliance, genai security"
Gong,Security Operations Engineer,SaaS Compliance,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-operations-engineer%20gong,2025-11-25,"cloud app security, generative ai compliance, cloud governance, cloud compliance"
Walmart,Principal Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20walmart,2025-11-28,"ai policy, saas security posture"
Docker,Threat Detection Engineer,SaaS Security,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20docker,2025-11-28,"ai policy, saas compliance, ai agent security, cloud app security, autonomous agent security"
Duo Security,VP of Security,SaaS Compliance,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20duo-security,2025-11-30,"saas compliance, ai agent security"
Capital One,Lead Security Engineer,SaaS Compliance,"Seattle, WA",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20capital-one,2025-11-25,"cloud compliance, llm security, ai governance"
BP,Security Software Engineer,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-software-engineer%20bp,2025-11-26,"sspm, cloud application security, saas audit, ai security"
ConocoPhillips,Application Security Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20conocophillips,2025-12-02,"cloud app security, ai agent security, saas security posture, sspm"
Kubernetes,Compliance Engineer,SaaS Security,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=compliance-engineer%20kubernetes,2025-11-26,"saas risk, saas security, sanctioned it, genai security, llm security"
PagerDuty,Machine Learning Security Engineer,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20pagerduty,2025-12-01,"ai governance, sspm, saas risk, saas security"
Snowflake,Lead Security Engineer,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=lead-security-engineer%20snowflake,2025-12-01,"saas security posture, cloud application security, ai compliance"
Twilio,Security Manager,SaaS Security,Remote,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-manager%20twilio,2025-11-28,"llm security, saas security posture, genai security"
Red Hat,Security Posture Analyst,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-posture-analyst%20red-hat,2025-11-26,"cloud governance, sspm, saas security"
Asana,Machine Learning Security Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20asana,2025-11-30,"shadow it, ai compliance, ai agent security, saas risk"
Barracuda,SaaS Security Engineer,AI Agent Security,"London, UK",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20barracuda,2025-11-25,"ai agent risk, ai agent security"
IronScales,SSPM Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20ironscales,2025-11-27,"sspm, ai security, ai agent risk, ai compliance"
New Relic,Machine Learning Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20new-relic,2025-11-30,"ai security, sspm, ai governance, llm security, saas security posture"
WorkFusion,Security Analyst,AI Agent Security,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20workfusion,2025-11-27,"ai governance, llm security, ai agent security, saas risk"
Microsoft,SOC Analyst,SaaS Security,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20microsoft,2025-11-26,"cloud app security, cloud governance, genai security"
SUSE,SSPM Product Manager,SaaS Security,"Denver, CO",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20suse,2025-11-27,"cloud governance, cloud app security, ai agent risk"
Sysdig,Principal Security Engineer,SaaS Security,"Toronto, Canada",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20sysdig,2025-11-28,"cloud application security, ai governance"
Google,Staff Security Engineer,AI Agent Security,"San Francisco, CA",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=staff-security-engineer%20google,2025-11-27,"ai agent security, llm security, ai agent risk"
DocuSign,VP of Security,AI Compliance,Remote,0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=vp-of-security%20docusign,2025-11-26,"sanctioned it, generative ai compliance, autonomous agent security"
Microsoft,SaaS Security Architect,SaaS Security,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20microsoft,2025-12-02,"cloud application security, genai security"
Databricks,SOC Analyst,SSPM,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20databricks,2025-12-01,"saas risk, saas compliance, ai governance, sspm, cloud governance"
Check Point,LLM Security Specialist,SSPM,"Austin, TX",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=llm-security-specialist%20check-point,2025-11-29,"llm compliance, llm security, saas security, ai governance, security posture management"
American Express,Security Software Engineer,SaaS Security,Hybrid - Bay Area,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-software-engineer%20american-express,2025-11-29,"shadow it, ai agent security, saas compliance, genai security, ai policy"
Imperva,SaaS Security Architect,SaaS Security,"Denver, CO",0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20imperva,2025-11-25,"ai policy, ai agent security, saas security posture, generative ai compliance, llm compliance"
Genesys,SaaS Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-engineer%20genesys,2025-11-27,"ai governance, cloud app security, saas risk"
Square,Principal Security Engineer,AI Compliance,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20square,2025-12-01,"generative ai compliance, llm security, cloud governance"
Kaiser Permanente,SSPM Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-engineer%20kaiser-permanente,2025-11-26,"autonomous agent security, security posture management, generative ai compliance, ai security"
SAP,Cloud Security Analyst,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-analyst%20sap,2025-11-27,"saas governance, autonomous agent security"
Freshworks,Cloud Security Engineer,AI Agent Security,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-engineer%20freshworks,2025-11-29,"ai agent risk, shadow it, ai governance"
McKinsey,Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-engineer%20mckinsey,2025-11-25,"generative ai compliance, llm security, saas posture management"
EY,SSPM Product Manager,AI Agent Security,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20ey,2025-11-26,"ai policy, saas risk, genai security, ai agent security"
Rubrik,Threat Detection Engineer,SSPM,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20rubrik,2025-11-30,"saas posture management, ai security"
Box,Senior Security Engineer,SSPM,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=senior-security-engineer%20box,2025-11-29,"ai policy, saas posture management, genai security"
Aqua Security,SaaS Security Architect,SSPM,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=saas-security-architect%20aqua-security,2025-11-29,"security posture management, ai agent security, cloud governance"
ForeScout,Director of Security,SSPM,Remote (US),0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=director-of-security%20forescout,2025-11-25,"ai agent security, shadow it, generative ai compliance, saas posture management, sanctioned it"
IronScales,Application Security Engineer,AI Agent Security,"New York, NY",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20ironscales,2025-12-02,"saas governance, ai governance, ai agent security, ai agent risk"
SAP,Staff Security Engineer,SaaS Compliance,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=staff-security-engineer%20sap,2025-11-30,"llm compliance, saas compliance"
Carbon Black,Staff Security Engineer,SaaS Compliance,Hybrid - Bay Area,0.9,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=staff-security-engineer%20carbon-black,2025-12-01,"saas compliance, cloud governance, saas risk, generative ai compliance, ai policy"
Duo Security,Cloud Security Engineer,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-engineer%20duo-security,2025-11-30,"sspm, cloud application security, saas risk"
CyberArk,Security Software Engineer,SSPM,"Toronto, Canada",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-software-engineer%20cyberark,2025-12-02,"llm security, saas posture management, generative ai compliance"
Commvault,SSPM Product Manager,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20commvault,2025-11-29,"cloud app security, ai policy"
KPMG,Application Security Engineer,SaaS Compliance,"Austin, TX",0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=application-security-engineer%20kpmg,2025-11-28,"cloud governance, cloud compliance, ai policy"
Costco,Risk Manager,SaaS Security,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=risk-manager%20costco,2025-11-27,"llm security, cloud app security, autonomous agent security, saas security posture"
Wells Fargo,Security Compliance Manager,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-compliance-manager%20wells-fargo,2025-11-28,"saas compliance, saas posture management"
Wiz,Security Team Lead,SaaS Compliance,Hybrid - Bay Area,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-team-lead%20wiz,2025-11-29,"generative ai compliance, cloud governance, saas audit"
Orca Security,AppSec Engineer,AI Agent Security,"Denver, CO",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=appsec-engineer%20orca-security,2025-11-27,"genai security, ai policy"
Check Point,Director of Security,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=director-of-security%20check-point,2025-12-01,"cloud app security, security posture management"
Drift,Security Operations Engineer,AI Agent Security,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-operations-engineer%20drift,2025-11-29,"llm security, saas risk, ai policy, genai security"
Genesys,Cloud Security Analyst,AI Agent Security,Hybrid - Bay Area,0.8,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-analyst%20genesys,2025-11-30,"llm compliance, autonomous agent security"
Capital One,AI Agent Security Engineer,SaaS Compliance,"Denver, CO",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20capital-one,2025-11-26,"saas compliance, ai agent risk"
Imperva,SSPM Product Manager,SaaS Compliance,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=sspm-product-manager%20imperva,2025-11-26,"llm compliance, saas compliance"
Oracle,GRC Analyst,SSPM,Remote,0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=grc-analyst%20oracle,2025-11-30,"generative ai compliance, sspm, ai agent risk"
IronScales,Machine Learning Security Engineer,SaaS Compliance,Remote (US),0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=machine-learning-security-engineer%20ironscales,2025-11-25,"llm compliance, shadow it"
eBay,Principal Security Engineer,AI Agent Security,"Denver, CO",0.7,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20ebay,2025-11-27,"ai agent security, llm security, ai governance"
Verizon,Cloud Security Analyst,SaaS Security,"Boston, MA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=cloud-security-analyst%20verizon,2025-11-29,"llm security, saas governance, saas risk, saas compliance"
SendGrid,Principal Security Engineer,SSPM,"San Francisco, CA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=principal-security-engineer%20sendgrid,2025-12-02,"cloud application security, saas security posture, ai policy, sspm"
ServiceNow,Security Analyst,SaaS Compliance,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=security-analyst%20servicenow,2025-11-30,"saas compliance, genai security"
ExxonMobil,AI Agent Security Engineer,SSPM,"London, UK",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=ai-agent-security-engineer%20exxonmobil,2025-12-01,"ai security, saas security posture"
Qualys,SOC Analyst,SSPM,"Seattle, WA",0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=soc-analyst%20qualys,2025-12-02,"shadow it, llm compliance, ai security, cloud compliance, ai agent security"
Commvault,Threat Detection Engineer,SSPM,Remote (US),0.85,LinkedIn,https://www.linkedin.com/jobs/search/?keywords=threat-detection-engineer%20commvault,2025-11-28,"llm compliance, cloud compliance, cloud application security, sspm"
